region,customer,total_sales,sales_rank
"ANDHRA PRADESH",Kurmannapalem,399.00,439
"ANDHRA PRADESH","PALLANA GARI PALLI",388.00,450
"ANDHRA PRADESH",KODUR,379.00,451
"ANDHRA PRADESH",Yernagudem,376.00,452
"ANDHRA PRADESH","SPSR Nellore district",376.00,452
"ANDHRA PRADESH",Kamalapuram,376.00,452
"ANDHRA PRADESH","SATYAVEDU mandal",363.00,455
"ANDHRA PRADESH","Kornepadu, GUNTUR",362.00,456
"ANDHRA PRADESH","L.N.D Peta (Lakshmi Narayana Devi Peta)",359.00,457
"ANDHRA PRADESH","T.NARASAPURAM mandalam",359.00,457
"ANDHRA PRADESH",BANDARULANKA,358.10,459
"ANDHRA PRADESH",MUTTUKURU,357.00,460
"ANDHRA PRADESH",Kondepi,355.00,461
"ANDHRA PRADESH",Yenamadurru,353.00,462
"ANDHRA PRADESH",Chitvel,353.00,462
"ANDHRA PRADESH",Visakhapaynam,349.00,464
"ANDHRA PRADESH",Sullurpeta,349.00,464
"ANDHRA PRADESH",Mogaltur,348.00,466
"ANDHRA PRADESH",Nutakki,332.38,467
"ANDHRA PRADESH",Kolimigundla,332.38,467
"ANDHRA PRADESH","Tagarapuvalasa ,visakapatnam",329.00,469
"ANDHRA PRADESH",Bemili,323.00,470
"ANDHRA PRADESH",Bangarupalyam,301.00,471
"ANDHRA PRADESH",Kakimada,301.00,471
"ANDHRA PRADESH",KOTABAMMALI,301.00,471
"ANDHRA PRADESH",MAKAVARAPALEM,301.00,471
"ANDHRA PRADESH","Kondapur, Hyderabad",301.00,471
"ANDHRA PRADESH","GOLLAPUDI VIJAYAWADA RURAL",292.00,476
"ANDHRA PRADESH",Kotauratla,0.00,477
"ANDHRA PRADESH","Darmavaram,addanki",0.00,477
"ANDHRA PRADESH","Srisailam project, Sundipenta",0.00,477
"ANDHRA PRADESH",MUSUNURU,0.00,477
"ANDHRA PRADESH",Kurichedu,0.00,477
"ANDHRA PRADESH","NAGULUPPALA PADU",0.00,477
"ANDHRA PRADESH",MOPIDEVI,0.00,477
"ANDHRA PRADESH","CHAGALLU mandal",0.00,477
"ANDHRA PRADESH",NALLAJERLA,0.00,477
"ANDHRA PRADESH","Khandavalli, peravali mandal, west godavari",0.00,477
"ANDHRA PRADESH","VISAKHAPATNAM,VEPAGUNTA POST",0.00,477
APO,APO,0.00,1
AR,ITANAGAR,493.00,1
"ARUNACHAL PRADESH",ITANAGAR,55424.32,1
"ARUNACHAL PRADESH",NAHARLAGUN,22628.00,2
"ARUNACHAL PRADESH",Along,8728.10,3
"ARUNACHAL PRADESH",NAMSAI,8554.00,4
"ARUNACHAL PRADESH",TEZU,7124.86,5
"ARUNACHAL PRADESH",PASIGHAT,3553.00,6
"ARUNACHAL PRADESH",ROING,2372.00,7
"ARUNACHAL PRADESH",Nirjuli,1616.00,8
"ARUNACHAL PRADESH",BOMDILA,1576.00,9
"ARUNACHAL PRADESH",Kharsang,1331.00,10
"ARUNACHAL PRADESH","Longding-district . Arunachal pradesh",1299.00,11
"ARUNACHAL PRADESH","Naharlgun nirjuli",1099.00,12
"ARUNACHAL PRADESH",Aalo,1099.00,12
"ARUNACHAL PRADESH",SUNPURA,1056.00,14
"ARUNACHAL PRADESH",CHANGLANG,821.00,15
"ARUNACHAL PRADESH",Doimukh,771.00,16
"ARUNACHAL PRADESH",SAGALEE,735.00,17
"ARUNACHAL PRADESH",Likabali,726.00,18
"Arunachal Pradesh",Jairampur,700.00,19
"Arunachal pradesh","Naharlugun model arunachal pradesh",602.00,20
"ARUNACHAL PRADESH",Hapoli,544.00,21
"ARUNACHAL PRADESH",Diyun,499.00,22
"ARUNACHAL PRADESH",yazali,487.00,23
ASSAM,GUWAHATI,570793.20,1
ASSAM,JORHAT,64024.23,2
ASSAM,SILCHAR,56158.71,3
ASSAM,TEZPUR,44243.00,4
ASSAM,SIBSAGAR,44127.00,5
ASSAM,NAGAON,42894.01,6
ASSAM,DIBRUGARH,42504.19,7
ASSAM,TINSUKIA,30610.86,8
ASSAM,DULIAJAN,23097.00,9
ASSAM,GOLAGHAT,22875.29,10
ASSAM,DIGBOI,20909.00,11
ASSAM,DHEMAJI,19768.00,12
ASSAM,"NORTH GUWAHATI",19166.00,13
ASSAM,Kokrajhar,18676.00,14
ASSAM,BONGAIGAON,16266.58,15
ASSAM,HOJAI,13681.00,16
ASSAM,"Biswanath Chariali",13079.00,17
ASSAM,"NORTH LAKHIMPUR",12376.99,18
ASSAM,RANGIA,11465.79,19
ASSAM,KARIMGANJ,10361.00,20
ASSAM,NALBARI,10188.19,21
ASSAM,Hailakandi,8737.00,22
ASSAM,"SONAPUR GAON",7491.00,23
ASSAM,KAMRUP,7211.00,24
ASSAM,"Barpeta Road",6038.00,25
ASSAM,Diphu,5775.48,26
ASSAM,"TINSUKIA DISTRICT",5430.00,27
ASSAM,CACHAR,5380.71,28
ASSAM,MARIGAON,5327.00,29
ASSAM,DHUBRI,5117.00,30
ASSAM,MARIANI,4451.00,31
ASSAM,MORANHAT,4450.90,32
ASSAM,CHARIDUAR,4296.00,33
ASSAM,BARPETA,4240.00,34
ASSAM,GOALPARA,4217.29,35
ASSAM,"KHAIRA BARi",4155.00,36
ASSAM,CHAPAR,4125.00,37
ASSAM,LALA,4014.00,38
ASSAM,BOKAKHAT,3813.00,39
ASSAM,LUMDING,3801.00,40
ASSAM,"Dist - DIBRUGARH",3730.86,41
ASSAM,CHEKONIDHARA,3531.00,42
ASSAM,LAHARIGHAT,3420.00,43
ASSAM,MANGALDOI,3277.57,44
ASSAM,MARGHERITA,3169.00,45
ASSAM,UDALGURI,3125.00,46
ASSAM,BIHPURIA,3106.00,47
ASSAM,SALAKATI,3016.00,48
ASSAM,GAURIPUR,2912.00,49
ASSAM,Bakulia,2907.00,50
ASSAM,SARBHOG,2864.00,51
ASSAM,Mirza,2661.28,52
ASSAM,RANGAPARA,2649.00,53
ASSAM,CHANGSARI,2640.00,54
ASSAM,"LAKHIPUR GOALPARA DISTRICT",2538.00,55
ASSAM,DERGAON,2521.00,56
ASSAM,NAZIRA,2498.00,57
ASSAM,BOKAJAN,2418.00,58
ASSAM,"TITABOR TOWN",2408.00,59
ASSAM,"DAMARA PATPARA",2398.00,60
ASSAM,"RUPAISIDING TINSUKIA DISTRICT",2298.00,61
ASSAM,"GUWAHATI, KAMRUP (M)",2292.00,62
ASSAM,DHEKIAJULI,2287.00,63
ASSAM,HOWLI,2286.00,64
ASSAM,GUWAHATIGuwahati,2232.00,65
ASSAM,DOKMOKA,2232.00,65
ASSAM,SANPARA,2211.00,67
ASSAM,"NUMALIGARH REFINERY TOWNSHIP",2206.00,68
ASSAM,BANGAON,2068.00,69
ASSAM,"KAMPUR TOWN",2052.00,70
ASSAM,TEOK,1852.00,71
ASSAM,Dhaligaon,1815.00,72
ASSAM,LANKA,1764.00,73
ASSAM,"RANGIA PART",1697.00,74
ASSAM,badarpur,1648.00,75
ASSAM,Sipajhar,1635.00,76
ASSAM,"Manja Fish Market",1582.00,77
ASSAM,KALIABOR,1556.00,78
ASSAM,"New Guwahati Tiniali",1554.00,79
ASSAM,"LAKHIPUR CACHAR DISTRICT",1544.00,80
ASSAM,Morigaon,1534.00,81
ASSAM,MAZBAT,1523.00,82
ASSAM,"BADARPUR RLY TOWN",1523.00,82
ASSAM,Baithalangso,1477.00,84
ASSAM,"ABHAYAPURI, Bongaigaon",1461.00,85
ASSAM,"LIDO TOWN",1444.00,86
ASSAM,HAFLONG,1439.00,87
ASSAM,Abhayapuri,1433.00,88
ASSAM,DALGAON,1428.00,89
ASSAM,"Guwahati, Maligaon",1392.00,90
ASSAM,"BONGAIGAON IOCL TOWNSHIP",1330.00,91
ASSAM,Kaniha,1323.00,92
ASSAM,"Sonai Town",1299.00,93
ASSAM,NAHARKATIYA,1246.00,94
ASSAM,"ANAND NAGAR",1244.38,95
ASSAM,Jamugurihat,1173.00,96
ASSAM,BHURAGAON,1129.00,97
ASSAM,Missamari,1125.00,98
ASSAM,Chabua,1099.00,99
ASSAM,Johrat,1098.00,100
ASSAM,"BONGAIGAON RPCL TOWNSHIP",1091.00,101
ASSAM,"NORTH LAKHIMPUR-787001",1080.00,102
ASSAM,PATHSALA,1078.00,103
ASSAM,BISWANATH,1075.00,104
ASSAM,JAGIROAD,1075.00,104
ASSAM,"Tezpur, Majgaon",1067.00,106
ASSAM,"Sivasagar,sunpura gohain gaon",999.00,107
ASSAM,AZARA,999.00,107
ASSAM,GOHPUR,999.00,107
ASSAM,"Raha town",999.00,107
ASSAM,"Pub Daniram Pather,Hojai",955.00,111
ASSAM,Sivasagar,948.00,112
ASSAM,"DULIAJAN NO 1",942.00,113
ASSAM,NAOBAICHA,933.00,114
ASSAM,RANGJULI,917.00,115
ASSAM,"THEKASHU PT II",850.00,116
ASSAM,"NIZ HAJO",850.00,116
ASSAM,"Beltola GUWAHATI",850.00,116
ASSAM,"Rani block",845.00,119
ASSAM,Panchgram,798.00,120
ASSAM,BOKO,771.00,121
ASSAM,KHARIJAPIKON,771.00,121
ASSAM,LAKHIMPUR,758.00,123
ASSAM,"Kathiatoli,Nagaon",734.29,124
ASSAM,GOSSAIGAON,721.00,125
ASSAM,"TEZPUR Chandmari",699.00,126
ASSAM,Moran,696.00,127
ASSAM,Ledo,668.00,128
ASSAM,DUDHNAI,666.00,129
ASSAM,"GUWAHATI,",665.00,130
ASSAM,SONITPUR,665.00,130
ASSAM,RAHA,636.00,132
ASSAM,PALASBARI,635.00,133
ASSAM,Katigorah,635.00,133
ASSAM,"No.1 Singimari",627.00,135
ASSAM,"GUWAHATI In",581.00,136
ASSAM,"Biswanath chariali, Biswanath",569.00,137
ASSAM,DHEKIAJUji,563.00,138
ASSAM,"Nagaon town,Nagaon,Assam.",545.00,139
ASSAM,Borka,499.00,140
ASSAM,Orang,495.00,141
ASSAM,"Howajan,Gohpur",487.00,142
ASSAM,BALIPARA,486.00,143
ASSAM,Lepetkata,459.00,144
ASSAM,"Nagaon , North Haibourgaon",399.00,145
ASSAM,"GUWAHATI, noonmati",399.00,145
ASSAM,Sivsaghr,399.00,145
ASSAM,"Jorhat Town",399.00,145
ASSAM,Mendipathar,387.00,149
ASSAM,SILAPATHAR,385.00,150
ASSAM,Panitola,376.00,151
ASSAM,Chirang,369.00,152
ASSAM,"GUWAHATI 5",359.00,153
ASSAM,"GUWAHATI 29",345.00,154
ASSAM,"Silchar, Cachar",0.00,155
ASSAM,GORESWAR,0.00,155
ASSAM,Rowriah,0.00,155
ASSAM,NAMRUP,0.00,155
BIHAR,PATNA,744543.71,1
BIHAR,MUZAFFARPUR,97962.70,2
BIHAR,BHAGALPUR,65638.11,3
BIHAR,GAYA,59424.00,4
BIHAR,"RAXAUL BAZAR",55423.88,5
BIHAR,MADHUBANI,48471.58,6
BIHAR,KATIHAR,46263.06,7
BIHAR,DARBHANGA,40593.51,8
BIHAR,BETTIAH,36952.89,9
BIHAR,PURNIA,32473.00,10
BIHAR,SAMASTIPUR,30364.00,11
BIHAR,Motihari,29712.81,12
BIHAR,VAISHALI,27890.78,13
BIHAR,SIWAN,24444.00,14
BIHAR,ARRAH,23761.00,15
BIHAR,CHAPRA,23521.63,16
BIHAR,SITAMARHI,21423.68,17
BIHAR,BUXAR,20501.00,18
BIHAR,BEGUSARAI,18921.02,19
BIHAR,AURANGABAD,18309.00,20
BIHAR,ARARIA,17039.00,21
BIHAR,MUNGER,15746.00,22
BIHAR,SAHARSA,15668.00,23
BIHAR,BIHARSHARIF,13408.00,24
BIHAR,JEHANABAD,13283.00,25
BIHAR,GOPALGANJ,12509.86,26
BIHAR,NAWADA,11535.00,27
BIHAR,RAJGIR,11285.00,28
BIHAR,SUPAUL,10072.00,29
BIHAR,HAJIPUR,9759.00,30
BIHAR,LAKHISARAI,9694.81,31
BIHAR,JOGABANI,8911.00,32
BIHAR,Kishanganj,8719.33,33
BIHAR,MADHEPURA,8662.00,34
BIHAR,SASARAM,8629.95,35
BIHAR,ARERAJ,7739.00,36
BIHAR,Purnea,7626.83,37
BIHAR,JAMUI,7619.00,38
BIHAR,"Bihta Patna District",7381.00,39
BIHAR,"DEHRI ON SONE",7164.00,40
BIHAR,NAUGACHHIA,6855.52,41
BIHAR,BANKA,6020.00,42
BIHAR,DUMRAON,5640.00,43
BIHAR,BIKRAMGANJ,5394.24,44
BIHAR,JAMALPUR,5370.81,45
BIHAR,KAHALGAON,5222.10,46
BIHAR,BIRPUR,5017.58,47
BIHAR,MAJHAULIA,4944.00,48
BIHAR,MIRGANJ,4931.00,49
BIHAR,Barbigha,4387.00,50
BIHAR,HARNAUT,4232.00,51
BIHAR,SONEPUR,4155.00,52
BIHAR,RAGHUNATHPUR,4122.58,53
BIHAR,Paliganj,4035.00,54
Bihar,Danapur,4022.00,55
BIHAR,KHAGARIA,3968.00,56
BIHAR,SHEIKHPURA,3962.38,57
BIHAR,DEHRI,3576.00,58
BIHAR,ARWAL,3534.00,59
BIHAR,RAMNAGAR,3508.00,60
BIHAR,Forbesganj,3428.00,61
BIHAR,"CHAKIA PIPRA",3399.00,62
BIHAR,Slepur,3399.00,62
BIHAR,Nawkothi,3399.00,62
BIHAR,DIGHWARA,3345.00,65
BIHAR,Benipur,3336.00,66
BIHAR,CHAKIA,3072.86,67
BIHAR,ROSERA,2956.00,68
BIHAR,"EKANGAR SARAI",2940.00,69
BIHAR,"Hajipur, Vaishali",2913.00,70
BIHAR,MOKAMEH,2913.00,70
BIHAR,"MAHNAR BAZAR",2841.00,72
BIHAR,DIST-ROHTAS,2776.00,73
BIHAR,"BODH GAYA",2676.00,74
BIHAR,FATWAH,2561.00,75
BIHAR,GAZIPUR,2531.00,76
BIHAR,NARKATIAGANJ,2425.00,77
Bihar,"Ashiana nagar Patna",2372.00,78
BIHAR,"Bihar sharif",2280.00,79
BIHAR,Lauriya,2271.00,80
Bihar,Bihta,2266.00,81
BIHAR,PAHARPUR,2266.00,81
BIHAR,"BARAUNI IOC TOWNSHIP",2150.00,83
BIHAR,BARUNI,2069.00,84
BIHAR,THAKURGANJ,2066.00,85
BIHAR,Kisanganj,1998.00,86
BIHAR,TEGHRA,1998.00,86
BIHAR,Lalganj,1995.00,88
BIHAR,KHARAGPUR,1977.00,89
BIHAR,SHERGHATI,1969.00,90
BIHAR,MUZAFFARPURindia,1905.00,91
BIHAR,DALSINGHSARAI,1863.00,92
BIHAR,MURLIGANJ,1834.00,93
BIHAR,MADHUBAN,1772.00,94
BIHAR,MASAURHI,1742.00,95
BIHAR,"NTPC Barh Township",1733.00,96
BIHAR,Parsa,1701.00,97
BIHAR,Amrath,1698.00,98
BIHAR,"Patna, Patna",1576.00,99
BIHAR,SATGHARA,1576.00,99
BIHAR,"Danapur, Patna",1523.00,101
BIHAR,POTHIA,1522.00,102
BIHAR,Kumarkhand,1518.00,103
BIHAR,BENIPATTI,1481.00,104
BIHAR,SARAN,1454.00,105
BIHAR,Kamtaul,1432.00,106
BIHAR,MAHARAJGANJ,1411.00,107
BIHAR,DAUDNAGAR,1409.00,108
BIHAR,ANDAR,1399.00,109
BIHAR,KALUAHI,1399.00,109
BIHAR,"BIHTA BEGUSARAI DISTRICT",1387.00,111
BIHAR,SARAIRANJAN,1349.00,112
BIHAR,Sangrampur,1338.00,113
BIHAR,Mokama,1338.00,113
BIHAR,ADAPUR,1320.00,115
BIHAR,KOILWAR,1316.00,116
BIHAR,"Kahalgaon, Bhagalpur",1315.00,117
BIHAR,Bettiyah,1308.00,118
BIHAR,BHABUA,1284.00,119
BIHAR,barh,1241.00,120
BIHAR,MANER,1219.00,121
BIHAR,BAKHTIARPUR,1206.00,122
BIHAR,"BANMANKHI BAZAR",1194.64,123
BIHAR,Kasba,1147.00,124
BIHAR,BIKRAM,1133.00,125
BIHAR,Andhari,1112.00,126
BIHAR,"Siwan Bihar",1098.00,127
BIHAR,Saharsha,1079.00,128
BIHAR,SHEOSAGAR,1075.00,129
BIHAR,"Hanuman Nagar,Patna",999.00,130
BIHAR,Pareo,990.00,131
BIHAR,Bihar,976.00,132
BIHAR,ASARGANJ,969.00,133
Bihar,"Jogbani araria bihar",962.00,134
BIHAR,"Danapur,patna,bihar",957.00,135
BIHAR,"Raxaul, East Champaran, PIN-845305",949.00,136
BIHAR,DHAKA,940.95,137
BIHAR,Khusrupur,926.00,138
BIHAR,"BEGUSARAI DISTRICT",893.00,139
BIHAR,Surajgarha,879.00,140
BIHAR,PANDUAL,845.00,141
BIHAR,Darbhnga,828.00,142
BIHAR,BARAULI,797.00,143
Bihar,Ara,788.00,144
BIHAR,BAHADURPUR,788.00,144
BIHAR,ROHTAS,771.00,146
BIHAR,"HABIBPUR,BHAGALPUR",764.00,147
BIHAR,TIKARI,759.00,148
BIHAR,SIKTA,759.00,148
BIHAR,PARIA,752.00,150
BIHAR,Sonbarsa,749.71,151
BIHAR,"West Champaran",749.00,152
BIHAR,BHOJPUR,749.00,152
BIHAR,BALIA,741.00,154
BIHAR,Mahadeopur,736.00,155
BIHAR,Sikandra,735.00,156
BIHAR,KATAIYA,729.00,157
Bihar,NALANDA,725.00,158
BIHAR,"TOLA MANSARAUT",700.95,159
Bihar,Laukaha,690.00,160
BIHAR,Bagaha,680.95,161
BIHAR,"NALA ROAD, PATNA",666.00,162
BIHAR,Barahat,665.00,163
BIHAR,Nagarbasti,662.86,164
BIHAR,"Jhanjharpur RS",659.00,165
BIHAR,KANTI,653.00,166
BIHAR,BAKHRI,636.00,167
BIHAR,Arariya,635.00,168
BIHAR,BEHEA,635.00,168
BIHAR,"Rahui Block. Local town-Biharsarif",606.00,170
BIHAR,"Mohammadpur urf Chainpur",602.00,171
BIHAR,"LAUKAHA , MADHUBANI",599.00,172
BIHAR,"Manpur Abgilla devi asthan",597.00,173
BIHAR,Sheohar,581.00,174
BIHAR,Jhanjharpur,575.00,175
Bihar,Kathiar,568.00,176
BIHAR,"KAIMUR BHABUA",537.00,177
BIHAR,"SADHA KHEMAJI TOLA CHAPRA",534.00,178
BIHAR,Narpatganj,533.00,179
BIHAR,SULTANGANJ,517.00,180
BIHAR,WARISALIGANJ,517.00,180
BIHAR,MARHAURA,499.00,182
BIHAR,PATNApatna,499.00,182
BIHAR,"TIKARI Gaya",463.00,184
BIHAR,KUDRA,459.00,185
BIHAR,"Police station - BIKRAM     Tehsil- Danapur",449.00,186
BIHAR,ISLAMPUR,435.00,187
BIHAR,"KATAIYA Gopalganj",399.00,188
BIHAR,GHOGHARDIHA,399.00,188
BIHAR,BAIRGANIA,387.00,190
BIHAR,"BARH, PATNA",382.00,191
BIHAR,NARKATIA,379.00,192
BIHAR,NAUBATPUR,357.00,193
BIHAR,"BIHAR BEGUSARAI DISTRICT",0.00,194
BIHAR,Amarpur,0.00,194
BIHAR,GIDHAUR,0.00,194
BIHAR,"Danapur cantt",0.00,194
BIHAR,Deo,0.00,194
BIHAR,Sitamadhi,0.00,194
CHANDIGARH,CHANDIGARH,277727.14,1
Chandigarh,"Sector 22 B",3490.62,2
CHANDIGARH,"CHANDIGARH - 160023",2864.00,3
CHANDIGARH,CHANDIGAR,1772.00,4
CHANDIGARH,chandiagarh,771.00,5
CHANDIGARH,CHANDIGARHChandigarh,691.00,6
CHHATTISGARH,RAIPUR,180582.02,1
CHHATTISGARH,BHILAI,94164.62,2
CHHATTISGARH,BILASPUR,86373.00,3
CHHATTISGARH,DURG,41227.03,4
CHHATTISGARH,KORBA,35822.95,5
CHHATTISGARH,RAIGARH,30038.00,6
CHHATTISGARH,Ambikapur,25920.00,7
CHHATTISGARH,JAGDALPUR,19750.00,8
CHHATTISGARH,DHAMTARI,15828.00,9
CHHATTISGARH,JASHPURNAGAR,14660.53,10
CHHATTISGARH,"NEW RAIPUR",14175.26,11
CHHATTISGARH,RAJNANDGAON,12501.62,12
CHHATTISGARH,Bhatapara,10795.00,13
CHHATTISGARH,Balrampur,7850.24,14
CHHATTISGARH,TAKHATPUR,6890.00,15
CHHATTISGARH,KAWARDHA,6668.72,16
CHHATTISGARH,ADBHAR,6456.04,17
CHHATTISGARH,KANKER,6304.58,18
CHHATTISGARH,"CHIKHAL KASA",6234.00,19
CHHATTISGARH,"BALODA BAZAR",6073.00,20
CHHATTISGARH,PATAN,5865.00,21
CHHATTISGARH,TAMNAR,4799.00,22
CHHATTISGARH,PATHALGAON,4181.00,23
CHHATTISGARH,mahasamund,4114.00,24
CHHATTISGARH,DANTEWADA,3928.00,25
CHHATTISGARH,VISHRAMPUR,3852.00,26
CHHATTISGARH,MUNGELI,3589.00,27
CHHATTISGARH,PENDRA,3372.13,28
CHHATTISGARH,JANJGIR,3360.00,29
CHHATTISGARH,"BADE BACHELI",3311.00,30
CHHATTISGARH,BILHA,3261.00,31
CHHATTISGARH,"GOBRA NAWAPARA",2993.00,32
CHHATTISGARH,sankra,2864.00,33
CHHATTISGARH,KHARSIA,2808.43,34
CHHATTISGARH,"Kargikala, KOTA, Bilaspur",2541.00,35
CHHATTISGARH,DONGARGARH,2439.00,36
CHHATTISGARH,KONDAGAON,2418.00,37
CHHATTISGARH,"MANDHAR INDUSTRIAL AREA",2401.00,38
CHHATTISGARH,"BHILAI  490020",2364.00,39
CHHATTISGARH,JASHPUR,2350.00,40
CHHATTISGARH,GAURELA,2342.00,41
CHHATTISGARH,BISHRAMPUR,2224.00,42
CHHATTISGARH,CHIRMIRI,2097.00,43
CHHATTISGARH,"Risali BHILAI",2045.00,44
CHHATTISGARH,"RAWAN AMBUJA CEMENT PLANT",2005.00,45
CHHATTISGARH,PANDARIA,1998.00,46
CHHATTISGARH,FARSABAHAR,1994.54,47
CHHATTISGARH,BALOD,1906.00,48
CHHATTISGARH,KURUD,1885.00,49
CHHATTISGARH,DIPKA,1882.00,50
CHHATTISGARH,Pandripani,1875.00,51
CHHATTISGARH,"NAI LEDRI",1704.00,52
CHHATTISGARH,KANSABEL,1686.43,53
CHHATTISGARH,KESKAL,1676.00,54
CHHATTISGARH,"BANKI MONGRA",1668.00,55
CHHATTISGARH,BARSUR,1620.00,56
CHHATTISGARH,AHIWARA,1617.00,57
CHHATTISGARH,Baramkela,1613.00,58
CHHATTISGARH,SAKTI,1598.00,59
CHHATTISGARH,BIJAPUR,1438.00,60
CHHATTISGARH,"RAIGARH Town",1413.00,61
CHHATTISGARH,PALI,1377.00,62
CHHATTISGARH,Balodabazar,1324.00,63
CHHATTISGARH,KHAIRAGARH,1309.00,64
CHHATTISGARH,LAWAN,1308.00,65
CHHATTISGARH,"NAWAGARH JANJGIR",1281.00,66
CHHATTISGARH,NARHARPUR,1258.00,67
CHHATTISGARH,"NAYA BARADWAR",1238.00,68
CHHATTISGARH,"Kotra Road ,Raigarh",1211.43,69
CHHATTISGARH,MASTURI,1127.00,70
CHHATTISGARH,"BHILAI DURG",1126.00,71
CHHATTISGARH,HIRMI,1119.00,72
CHHATTISGARH,"Budhuwari , Korba",1068.00,73
CHHATTISGARH,"NTPC SIPAT TOWNSHIP",1028.90,74
CHHATTISGARH,Tumgaon,982.00,75
CHHATTISGARH,DULDULA,968.00,76
CHHATTISGARH,WADRAFNAGAR,950.00,77
CHHATTISGARH,"Jaitpuri patelpara",916.00,78
CHHATTISGARH,"NAYA RAIPUR",852.00,79
CHHATTISGARH,Garawand,799.00,80
CHHATTISGARH,ARJUNDA,798.00,81
CHHATTISGARH,RAMANUJGANJ,774.00,82
CHHATTISGARH,SARANGARH,771.00,83
CHHATTISGARH,"BHILAI nagar",771.00,83
CHHATTISGARH,JAIJAIPUR,771.00,83
CHHATTISGARH,PUSAUR,736.05,86
CHHATTISGARH,"Janjgir champa",735.00,87
CHHATTISGARH,KHARORA,734.29,88
CHHATTISGARH,MANENDRAGARH,729.00,89
CHHATTISGARH,"PANDARIA kabirdham",725.00,90
CHHATTISGARH,"Durg, Bhilai",670.48,91
CHHATTISGARH,"BHILAI Charoda",662.86,92
CHHATTISGARH,CHHARCHHA,635.00,93
CHHATTISGARH,"SARONA, RAIPUR",597.00,94
CHHATTISGARH,"SARAIPALI,  DISTT : MAHASAMUND",563.00,95
CHHATTISGARH,"RAIPUR 492004",546.00,96
CHHATTISGARH,"AMBAGARH CHOWKI",544.00,97
CHHATTISGARH,"Shankargarh, District- Balrampur",533.00,98
CHHATTISGARH,PALARI,533.00,98
CHHATTISGARH,BACHELI,533.00,98
CHHATTISGARH,BAIKUNTHPUR,499.00,101
CHHATTISGARH,"BILASPUR,",496.00,102
CHHATTISGARH,KUNKURI,463.81,103
CHHATTISGARH,"BHILAI charoda   Dist-durg",458.00,104
CHHATTISGARH,"SUPELA BHILAI",448.57,105
CHHATTISGARH,SIMGA,446.00,106
CHHATTISGARH,SARIYA,435.00,107
CHHATTISGARH,SUKMA,418.00,108
CHHATTISGARH,CHARAMA,399.00,109
CHHATTISGARH,Bhatgaon,399.00,109
CHHATTISGARH,RATANPUR,399.00,109
CHHATTISGARH,"TAKHATPUR,Dist - Bilaspur",387.00,112
CHHATTISGARH,TILDA,376.00,113
CHHATTISGARH,CHAMPA,376.00,113
CHHATTISGARH,"BHILAI-490006, DISTRICT -DURG ,",373.00,115
CHHATTISGARH,PAKHANJUR,306.00,116
CHHATTISGARH,BODRI,295.00,117
CHHATTISGARH,DHARAMJAIGARH,0.00,118
CHHATTISGARH,Bande,0.00,118
CHHATTISGARH,KIRANDUL,0.00,118
CHHATTISGARH,GHARGHODA,0.00,118
CHHATTISGARH,MALKHARODA,0.00,118
"DADRA AND NAGAR",SILVASSA,16184.48,1
"DADRA AND NAGAR",DAMAN,11953.54,2
"DADRA AND NAGAR",DIU,11728.00,3
"DADRA AND NAGAR","ALOK CITY",9418.80,4
"DADRA AND NAGAR","nani daman,daman",1399.00,5
"DADRA AND NAGAR",Silvasa,1299.00,6
"DADRA AND NAGAR",Silvasaa,1031.00,7
"DADRA AND NAGAR","Park city",717.00,8
"DADRA AND NAGAR","Nani DAMAN",710.00,9
"DADRA AND NAGAR","Moti daman",635.00,10
"DADRA AND NAGAR","Silvassa(kilvani naka)",499.00,11
"DADRA AND NAGAR",Silvass,388.00,12
"DADRA AND NAGAR","Samarvarni, Silvassa",0.00,13
DELHI,"NEW DELHI",5205159.90,1
DELHI,Delhi,264606.27,2
Delhi,"EAST DELHI",42951.09,3
DELHI,"SOUTH WEST DELHI",28840.00,4
DELHI,"NORTH WEST DELHI",14891.00,5
DELHI,"SOUTH DELHI",12871.43,6
DELHI,"NORTH DELHI",12833.58,7
DELHI,Shahdara,11335.00,8
Delhi,Rohini,10505.05,9
DELHI,Dwarka,7734.00,10
DELHI,"WEST DELHI",6631.42,11
Delhi,"East Arjun Nagar",5634.00,12
DELHI,NAJAFGARH,5602.00,13
DELHI,"Central Delhi",5165.33,14
DELHI,"NEW DELHIdelhi",5083.00,15
Delhi,"jagat puri",5007.00,16
DELHI,N.Delhi,4351.00,17
DELHI,"Vipin Garden",3345.00,18
DELHI,"Uttam Nagar",2963.00,19
DELHI,"NEW DELHIi",2716.00,20
DELHI,Shakarpur,2689.00,21
DELHI,"Dilshad Garden",2678.00,22
DELHI,"NEW DELHI-110075",2475.00,23
DELHI,"GTB NAGAR",2387.00,24
Delhi,"joshi road karol bagh new Delhi",2364.00,25
Delhi,"Pandav nagar janta garden",2177.00,26
DELHI,"DELHI Cantt",2098.00,27
Delhi,"Mahavir Enclave,delhi",2088.00,28
DELHI,"NEW DELHI 110016",1936.00,29
DELHI,Delhiq,1820.00,30
DELHI,Newdelhi,1600.00,31
DELHI,"NEW DELHI-110008",1576.00,32
DELHI,"NEW DELH",1442.00,33
DELHI,Burari,1432.00,34
DELHI,NARELA,1389.00,35
DELHI,"NEW DELHI-110033",1355.00,36
DELHI,"Rajouri Garden",1314.00,37
DELHI,"Chittranjan park new delhi",1301.00,38
